Country,Level 1 Government,Level 2 Government
Nepal,Bagmati,Sindhuli
Nepal,Bagmati,Ramechhap
Nepal,Bagmati,Dolakha
Nepal,Bagmati,Sindhupalchok
Nepal,Bagmati,Kavrepalanchok
Nepal,Bagmati,Lalitpur
Nepal,Bagmati,Bhaktapur
Nepal,Bagmati,Kathmandu
Nepal,Bagmati,Nuwakot
Nepal,Bagmati,Rasuwa
Nepal,Bagmati,Dhading
Nepal,Bagmati,Makwanpur
Nepal,Bagmati,Chitawan
Nepal,Gandaki,Gorkha
Nepal,Gandaki,Lamjung
Nepal,Gandaki,Manang
Nepal,Gandaki,Kaski
Nepal,Gandaki,Tanahu
Nepal,Gandaki,Syangja
Nepal,Gandaki,Parbat
Nepal,Gandaki,Baglung
Nepal,Gandaki,Myagdi
Nepal,Gandaki,Mustang
Nepal,Gandaki,Nawalparasi East
Nepal,Lumbini,Palpa
Nepal,Lumbini,Nawalparasi West
Nepal,Lumbini,Rupandehi
Nepal,Lumbini,Kapilbastu
Nepal,Lumbini,Arghakhanchi
Nepal,Lumbini,Gulmi
Nepal,Lumbini,Rukum East
Nepal,Lumbini,Rolpa
Nepal,Lumbini,Pyuthan
Nepal,Lumbini,Dang
Nepal,Lumbini,Banke
Nepal,Lumbini,Bardiya
Nepal,Karnali,Rukum West
Nepal,Karnali,Salyan
Nepal,Karnali,Surkhet
Nepal,Karnali,Jajarkot
Nepal,Karnali,Dailekh
Nepal,Karnali,Dolpa
Nepal,Karnali,Jumla
Nepal,Karnali,Kalikot
Nepal,Karnali,Mugu
Nepal,Karnali,Humla
Nepal,Sudur Paschim,Bajhang
Nepal,Sudur Paschim,Bajura
Nepal,Sudur Paschim,Achham
Nepal,Sudur Paschim,Doti
Nepal,Sudur Paschim,Kailali
Nepal,Sudur Paschim,Kanchanpur
Nepal,Sudur Paschim,Dadeldhura
Nepal,Sudur Paschim,Baitadi
Nepal,Sudur Paschim,Darchula
Tanzania,Dodoma,Kondoa
Tanzania,Dodoma,Mpwapwa
Tanzania,Dodoma,Kongwa
Tanzania,Dodoma,Chamwino
Tanzania,Dodoma,Dodoma Urban
Tanzania,Dodoma,Bahi
Eswatini,Hhohho,Timphisini
Eswatini,Hhohho,Ntfonjeni
Eswatini,Hhohho,Mayiwane
Eswatini,Hhohho,Mhlangatane
Eswatini,Hhohho,Ndzingeni
Eswatini,Hhohho,Madlangempisi
Eswatini,Hhohho,Maphalaleni
Eswatini,Hhohho,Pigg's Peak
Eswatini,Hhohho,Nkhaba
Eswatini,Hhohho,Motjane
Eswatini,Hhohho,Mbabane West
Eswatini,Hhohho,Mbabane East
Eswatini,Hhohho,Hhukwini
Eswatini,Hhohho,Lobamba
Eswatini,Manzini,Mkhiweni
Eswatini,Manzini,Kukhanyeni
Eswatini,Manzini,Mafutseni
Eswatini,Manzini,Mthongwaneni
Eswatini,Manzini,Manzini North
Eswatini,Manzini,Manzini South
Eswatini,Manzini,Kwaluseni
Eswatini,Manzini,Ludzeludze
Eswatini,Manzini,Lobamba Lomdzala
Eswatini,Manzini,Nhlambeni
Eswatini,Manzini,Ntondozi
Eswatini,Manzini,La-Mgabhi
Eswatini,Manzini,Mhlambanyatsi
Eswatini,Manzini,Mangcongco
Eswatini,Manzini,Ngwempisi
Eswatini,Manzini,Mahlangatsha
Eswatini,Shiselweni,Kubuta
Eswatini,Shiselweni,Nkwene
Eswatini,Shiselweni,Mtsambama
Eswatini,Shiselweni,Gege
Eswatini,Shiselweni,Mbangweni
Eswatini,Shiselweni,Maseyisini
Eswatini,Shiselweni,Sandleni
Eswatini,Shiselweni,Ngudzeni
Eswatini,Shiselweni,Zombodze
Eswatini,Shiselweni,Shiselweni
Eswatini,Shiselweni,Hosea
Eswatini,Shiselweni,Sigwe
Eswatini,Shiselweni,Matsanjeni South
Eswatini,Shiselweni,Somntongo
Eswatini,Lubombo,Lubuli
Eswatini,Lubombo,Sithobela
Eswatini,Lubombo,Nkilongo
Eswatini,Lubombo,Siphofaneni
Eswatini,Lubombo,Mpolonjeni
Eswatini,Lubombo,Matsanjeni North
Eswatini,Lubombo,Lugongolweni
Eswatini,Lubombo,Dvokodvweni
Eswatini,Lubombo,Hlane
Eswatini,Lubombo,Mhlume
Eswatini,Lubombo,Lomahasha
Panama,Bocas del Toro,Almirante
Honduras,Islas de La Bahia,Guanaja
Honduras,Islas de La Bahia,Jose Santos Guardiola
Honduras,Islas de La Bahia,Roatan
Honduras,Colon,Trujillo
Honduras,Colon,Iriona
Honduras,Colon,Santa Rosa de Aguan
Honduras,Atlantida,Tela
Honduras,Colon,Limon
Honduras,Colon,Santa Fe
Honduras,Cortes,Puerto Cortes
Honduras,Colon,Balfate
Honduras,Colon,Bonito Oriental
Honduras,Atlantida,Arizona
Honduras,Atlantida,Esparta
Honduras,Atlantida,Jutiapa
Honduras,Cortes,Omoa
Honduras,Atlantida,La Ceiba
Honduras,Atlantida,La Masica
Honduras,Atlantida,San Francisco
Honduras,Atlantida,El Porvenir
Honduras,Colon,Tocoa
Honduras,Cortes,Choloma
Honduras,Colon,Sonaguera
Honduras,Yoro,El Progreso
Honduras,Yoro,El Negrito
Honduras,Cortes,San Pedro Sula
Honduras,Yoro,Olanchito
Honduras,Olancho,San Esteban
Honduras,Cortes,La Lima
Honduras,Colon,Saba
Honduras,Santa Barbara,Quimistan
Honduras,Yoro,Yoro
Honduras,Olancho,Gualaco
Honduras,Yoro,Morazan
Honduras,Santa Barbara,Azacualpa
Honduras,Cortes,San Manuel
Honduras,Santa Barbara,Chinda
Honduras,Santa Barbara,Trinidad
Honduras,Santa Barbara,Proteccion
Honduras,Copan,Nueva Arcadia
Honduras,Cortes,San Antonio de Cortes
Honduras,Santa Barbara,San Jose de Colinas
Honduras,Copan,El Paraiso
Honduras,Santa Barbara,San Luis
Honduras,Olancho,Mangulile
Honduras,Olancho,Dulce Nombre de Culmi
Honduras,Olancho,Jano
Honduras,Yoro,Yorito
Honduras,Cortes,Santa Cruz de Yojoa
Honduras,Yoro,Victoria
Honduras,Olancho,Guata
Honduras,Copan,La Jigua
Honduras,Copan,Copan Ruinas
Honduras,Copan,Cabana
Honduras,Lempira,La Union
Honduras,Comayagua,San Luis
Honduras,Olancho,Manto
Honduras,Comayagua,San Jose del Potrero
Honduras,Comayagua,La Libertad
Honduras,Lempira,Lepaera
Honduras,Copan,Santa Rosa de Copan
Honduras,Olancho,Guayape
Honduras,Santa Barbara,Concepcion del Sur
Honduras,Comayagua,Meambar
Honduras,Comayagua,Taulabe
Honduras,Comayagua,Minas de Oro
Honduras,Copan,San Juan de Opoa
Honduras,Santa Barbara,San Pedro Zacapa
Honduras,Santa Barbara,El Nispero
Honduras,Olancho,Salama
Honduras,Comayagua,Ojos de Agua
Honduras,Santa Barbara,Ceguaca
Honduras,Comayagua,El Rosario
Honduras,Olancho,Juticalpa
Honduras,Intibuca,San Francisco de Opalaca
Honduras,Intibuca,Intibuca
Honduras,Comayagua,Siguatepeque
Honduras,Olancho,Concordia
Honduras,Lempira,La Iguala
Honduras,Francisco Morazan,Cedros
Honduras,Lempira,Belen
Honduras,Olancho,San Francisco de Becerra
Honduras,Comayagua,Comayagua
Honduras,Olancho,Campamento
Honduras,Comayagua,San Jerónimo
Honduras,Lempira,Gracias
Honduras,Ocotepeque,Concepcion
Honduras,Francisco Morazan,Guaimaca
Honduras,Ocotepeque,Dolores Merendon
Honduras,Copan,Corquin
Honduras,Intibuca,San Isidro
Honduras,Cortes,Villanueva
Honduras,Yoro,Arenal
Honduras,Olancho,Esquipulas del Norte
Honduras,Yoro,Jocon
Honduras,Santa Barbara,Petoa
Honduras,Santa Barbara,Macuelizo
Honduras,Santa Barbara,San Marcos
Honduras,Cortes,Pimienta
Honduras,Copan,Florida
Honduras,Olancho,La Union
Honduras,Santa Barbara,Concepcion del Norte
Honduras,Cortes,Potrerillos
Honduras,Yoro,Santa Rita
Honduras,Copan,San Antonio
Honduras,Santa Barbara,Ilama
Honduras,Cortes,San Francisco de Yojoa
Honduras,Olancho,Catacamas
Honduras,Yoro,Sulaco
Honduras,Santa Barbara,Naranjito
Honduras,Copan,San Nicolas
Honduras,Santa Barbara,Gualala
Honduras,Francisco Morazan,Marale
Honduras,Santa Barbara,Nuevo Celilac
Honduras,Olancho,Yocon
Honduras,Santa Barbara,Atima
Honduras,Copan,San Jeronimo
Honduras,Santa Barbara,Santa Barbara
Honduras,Francisco Morazan,Orica
Honduras,Olancho,Guarizama
Honduras,Copan,Trinidad de Copan
Honduras,Copan,Santa Rita
Honduras,Santa Barbara,San Nicolas
Honduras,Olancho,El Rosario
Honduras,Copan,Dolores
Honduras,Olancho,San Francisco de La Paz
Honduras,Copan,San Jose
Honduras,Copan,Concepción
Honduras,Comayagua,Las Lajas
Honduras,Olancho,Santa Maria del Real
Honduras,Santa Barbara,Las Vegas
Honduras,Copan,Veracruz
Honduras,Santa Barbara,San Vicente Centenario
Honduras,Copan,Dulce Nombre
Honduras,Santa Barbara,Arada
Honduras,Copan,San Agustin
Honduras,Olancho,Silca
Honduras,Francisco Morazan,El Porvenir
Honduras,Francisco Morazan,San Ignacio
Honduras,Santa Barbara,Santa Rita
Honduras,Copan,La Union
Honduras,Santa Barbara,San Francisco de Ojuera
Honduras,Comayagua,Esquias
Honduras,Lempira,San Rafael
Honduras,Comayagua,San Jose de Comayagua
Honduras,Copan,Cucuyagua
Honduras,Lempira,Las Flores
Honduras,Comayagua,La Trinidad
Honduras,Ocotepeque,San Fernando
Honduras,Ocotepeque,San Jorge
Honduras,Lempira,Talgua
Honduras,Ocotepeque,La Encarnacion
Honduras,Ocotepeque,Lucerna
Honduras,Intibuca,Jesus de Otoro
Honduras,Intibuca,La Esperanza
Honduras,Ocotepeque,Fraternidad
Honduras,Copan,San Pedro
Honduras,Ocotepeque,Sensenti
Honduras,Francisco Morazan,Vallecillo
Honduras,Ocotepeque,La Labor
Honduras,Ocotepeque,Santa Fe
Honduras,Ocotepeque,Belen Gualcho
Honduras,Ocotepeque,Sinuapa
Honduras,Lempira,La Campa
Honduras,Olancho,Patuca
Honduras,Lempira,San Manuel Colohete
Honduras,Intibuca,Masaguara
Honduras,Ocotepeque,Ocotepeque
Honduras,Ocotepeque,San Francisco del Valle
Honduras,Intibuca,San Juan
Honduras,Francisco Morazan,Talanga
Honduras,Ocotepeque,San Marcos
Honduras,Intibuca,San Miguelito
Honduras,Lempira,San Sebastian
Honduras,Lempira,Santa Cruz
Honduras,Lempira,San Marcos de Caiquin
Honduras,Comayagua,Ajuterique
Honduras,La Paz,Santiago de Puringla
Honduras,El Paraiso,Teupasenti
Honduras,Lempira,Cololaca
Honduras,Ocotepeque,Mercedes
Honduras,Francisco Morazan,San Juan de Flores
Honduras,Intibuca,Yamaranguila
Honduras,La Paz,La Paz
Honduras,Comayagua,Lejamani
Honduras,Comayagua,Villa de San Antonio
Honduras,Francisco Morazan,Distrito Central
Honduras,Lempira,Erandique
Honduras,El Paraiso,Danli
Honduras,Lempira,San Andres
Honduras,La Paz,Santa Maria
Honduras,La Paz,Cane
Honduras,Lempira,Guarita
Honduras,Intibuca,Dolores
Honduras,La Paz,San Pedro de Tutule
Honduras,Lempira,Tomala
Honduras,El Paraiso,Moroceli
Honduras,Lempira,Tambla
Honduras,La Paz,San Jose
Honduras,El Paraiso,Trojes
Honduras,Comayagua,Humuya
Honduras,Comayagua,San Sebastian
Honduras,La Paz,Marcala
Honduras,Comayagua,Lamani
Honduras,Francisco Morazan,Villa de San Francisco
Honduras,La Paz,Chinacla
Honduras,Francisco Morazan,Valle de Angeles
Honduras,Lempira,San Francisco
Honduras,La Paz,Guajiquiro
Honduras,Lempira,Valladolid
Honduras,Francisco Morazan,Lepaterique
Honduras,Lempira,Gualcince
Honduras,Lempira,San Juan Guarita
Honduras,La Paz,Opatoro
Honduras,Intibuca,San Marcos de Sierra
Honduras,La Paz,Yarula
Honduras,Francisco Morazan,Santa Lucia
Honduras,El Paraiso,Jacaleapa
Honduras,La Paz,Santa Elena
Honduras,Lempira,La Virtud
Honduras,Lempira,Piraera
Honduras,El Paraiso,Potrerillos
Honduras,Francisco Morazan,San Antonio de Oriente
Honduras,La Paz,Santa Ana
Honduras,Intibuca,Concepcion
Honduras,Lempira,Candelaria
Honduras,La Paz,Cabanas
Honduras,Lempira,Mapulaca
Honduras,Intibuca,Colomoncagua
Honduras,La Paz,Aguanqueterique
Honduras,El Paraiso,Yuscaran
Honduras,Intibuca,Camasca
Honduras,Lempira,Virginia
Honduras,Francisco Morazan,Tatumbla
Honduras,Francisco Morazan,Ojojona
Honduras,Intibuca,San Antonio
Honduras,El Paraiso,San Matias
Honduras,La Paz,San Juan
Honduras,La Paz,Mercedes de Oriente
Honduras,Francisco Morazan,Maraita
Honduras,Francisco Morazan,Santa Ana
Honduras,Intibuca,Magdalena
Honduras,Intibuca,Santa Lucia
Honduras,El Paraiso,Guinope
Honduras,Francisco Morazan,San Buenaventura
Honduras,Francisco Morazan,Curaren
Honduras,El Paraiso,El Paraiso
Honduras,La Paz,San Antonio del Norte
Honduras,El Paraiso,Alauca
Honduras,Francisco Morazan,Reitoca
Honduras,Francisco Morazan,Sabanagrande
Honduras,La Paz,Lauterique
Honduras,El Paraiso,Oropoli
Honduras,Valle,Caridad
Honduras,Francisco Morazan,Nueva Armenia
Honduras,Francisco Morazan,Alubaren
Honduras,El Paraiso,Yauyupe
Honduras,El Paraiso,San Lucas
Honduras,Valle,Aramecina
Honduras,Francisco Morazan,San Miguelito
Honduras,Francisco Morazan,La Venta
Honduras,El Paraiso,San Antonio de Flores
Honduras,Choluteca,San Jose
Honduras,El Paraiso,Texiguat
Honduras,Valle,Langue
Honduras,Francisco Morazan,La Libertad
Honduras,Valle,San Francisco de Coray
Honduras,Choluteca,Duyure
Honduras,El Paraiso,Vado Ancho
Honduras,Valle,Goascoran
Honduras,Choluteca,Pespire
Honduras,Choluteca,San Antonio de Flores
Honduras,Choluteca,San Isidro
Honduras,El Paraiso,Soledad
Honduras,Valle,Nacaome
Honduras,Choluteca,Morolica
Honduras,El Paraiso,Liure
Honduras,Choluteca,San Marcos de Colon
Honduras,Choluteca,Orocuina
Honduras,Valle,Alianza
Honduras,Choluteca,Apacilagua
Honduras,Valle,San Lorenzo
Honduras,Choluteca,Choluteca
Honduras,Choluteca,El Corpus
Honduras,Choluteca,Marcovia
Honduras,Valle,Amapala
Honduras,Choluteca,Santa Ana de Yusguare
Honduras,Choluteca,Concepcion de Maria
Honduras,Choluteca,Namasigue
Honduras,Choluteca,El Triunfo
Honduras,Islas de La Bahia,Utila
Honduras,Gracias a Dios,Juan Francisco  Bulnes
Honduras,Gracias a Dios,Ramón Villeda Morales
Honduras,Gracias a Dios,Wampusirpi
Honduras,Gracias a Dios,Ahuas
Honduras,Gracias a Dios,Puerto Lempira
Honduras,Gracias a Dios,Brus Laguna
Honduras,Santa Barbara,Nueva Frontera
Colombia,Antioquia,Abejorral
Colombia,Norte de Santander,Ábrego
Colombia,Antioquia,Abriaquí
Colombia,Meta,Acacías
Colombia,Chocó,Acandí
Colombia,Huila,Acevedo
Colombia,Bolívar,Achí
Colombia,Huila,Agrado
Colombia,Cundinamarca,Agua de Dios
Colombia,Cesar,Aguachica
Colombia,Santander,Aguada
Colombia,Caldas,Aguadas
Colombia,Casanare,Aguazul
Colombia,Cesar,Agustín Codazzi
Colombia,Huila,Aipe
Colombia,Cundinamarca,Albán
Colombia,Nariño,Albán
Colombia,Caquetá,Albania
Colombia,La Guajira,Albania
Colombia,Santander,Albania
Colombia,Valle del Cauca,Alcalá
Colombia,Nariño,Aldana
Colombia,Antioquia,Alejandría
Colombia,Magdalena,Algarrobo
Colombia,Huila,Algeciras
Colombia,Cauca,Almaguer
Colombia,Boyacá,Almeida
Colombia,Tolima,Alpujarra
Colombia,Huila,Altamira
Colombia,Chocó,Alto Baudó
Colombia,Bolívar,Altos del Rosario
Colombia,Tolima,Alvarado
Colombia,Antioquia,Amagá
Colombia,Antioquia,Amalfi
Colombia,Tolima,Ambalema
Colombia,Cundinamarca,Anapoima
Colombia,Nariño,Ancuya
Colombia,Valle del Cauca,Andalucía
Colombia,Antioquia,Andes
Colombia,Antioquia,Angelópolis
Colombia,Antioquia,Angostura
Colombia,Cundinamarca,Anolaima
Colombia,Antioquia,Anorí
Colombia,Caldas,Anserma
Colombia,Valle del Cauca,Ansermanuevo
Colombia,Antioquia,Anzá
Colombia,Tolima,Anzoátegui
Colombia,Antioquia,Apartadó
Colombia,Risaralda,Apía
Colombia,Cundinamarca,Apulo
Colombia,Boyacá,Aquitania
Colombia,Magdalena,Aracataca
Colombia,Caldas,Aranzazu
Colombia,Santander,Aratoca
Colombia,Arauca,Arauca
Colombia,Arauca,Arauquita
Colombia,Cundinamarca,Arbeláez
Colombia,Nariño,Arboleda
Colombia,Norte de Santander,Arboledas
Colombia,Antioquia,Arboletes
Colombia,Boyacá,Arcabuco
Colombia,Bolívar,Arenal
Colombia,Antioquia,Argelia
Colombia,Cauca,Argelia
Colombia,Valle del Cauca,Argelia
Colombia,Magdalena,Ariguaní
Colombia,Bolívar,Arjona
Colombia,Antioquia,Armenia
Colombia,Quindio,Armenia
Colombia,Tolima,Armero
Colombia,Bolívar,Arroyohondo
Colombia,Cesar,Astrea
Colombia,Tolima,Ataco
Colombia,Chocó,Atrato
Colombia,Córdoba,Ayapel
Colombia,Chocó,Bagadó
Colombia,Chocó,Bahía Solano
Colombia,Chocó,Bajo Baudó
Colombia,Cauca,Balboa
Colombia,Risaralda,Balboa
Colombia,Atlántico,Baranoa
Colombia,Huila,Baraya
Colombia,Nariño,Barbacoas
Colombia,Antioquia,Barbosa
Colombia,Santander,Barbosa
Colombia,Santander,Barichara
Colombia,Meta,Barranca de Upía
Colombia,Santander,Barrancabermeja
Colombia,La Guajira,Barrancas
Colombia,Bolívar,Barranco de Loba
Colombia,Guainía,Barrancominas
Colombia,Atlántico,Barranquilla
Colombia,Cesar,Becerril
Colombia,Caldas,Belalcázar
Colombia,Boyacá,Belén
Colombia,Nariño,Belén
Colombia,Caquetá,Belén de los Andaquíes
Colombia,Risaralda,Belén de Umbría
Colombia,Antioquia,Bello
Colombia,Antioquia,Belmira
Colombia,Cundinamarca,Beltrán
Colombia,Boyacá,Berbeo
Colombia,Antioquia,Betania
Colombia,Boyacá,Betéitiva
Colombia,Antioquia,Betulia
Colombia,Santander,Betulia
Colombia,Cundinamarca,Bituima
Colombia,Boyacá,Boavita
Colombia,Norte de Santander,Bochalema
Colombia,"Bogotá, D.C.","Bogotá, D.C."
Colombia,Cundinamarca,Bojacá
Colombia,Chocó,Bojayá
Colombia,Cauca,Bolívar
Colombia,Santander,Bolívar
Colombia,Valle del Cauca,Bolívar
Colombia,Cesar,Bosconia
Colombia,Boyacá,Boyacá
Colombia,Antioquia,Briceño
Colombia,Boyacá,Briceño
Colombia,Santander,Bucaramanga
Colombia,Norte de Santander,Bucarasica
Colombia,Valle del Cauca,Buenaventura
Colombia,Boyacá,Buenavista
Colombia,Córdoba,Buenavista
Colombia,Quindio,Buenavista
Colombia,Sucre,Buenavista
Colombia,Cauca,Buenos Aires
Colombia,Nariño,Buesaco
Colombia,Valle del Cauca,Bugalagrande
Colombia,Antioquia,Buriticá
Colombia,Boyacá,Busbanzá
Colombia,Cundinamarca,Cabrera
Colombia,Santander,Cabrera
Colombia,Meta,Cabuyaro
Colombia,Guainía,Cacahual
Colombia,Antioquia,Cáceres
Colombia,Cundinamarca,Cachipay
Colombia,Norte de Santander,Cáchira
Colombia,Norte de Santander,Cácota
Colombia,Antioquia,Caicedo
Colombia,Valle del Cauca,Caicedonia
Colombia,Sucre,Caimito
Colombia,Tolima,Cajamarca
Colombia,Cauca,Cajibío
Colombia,Cundinamarca,Cajicá
Colombia,Bolívar,Calamar
Colombia,Guaviare,Calamar
Colombia,Quindio,Calarcá
Colombia,Antioquia,Caldas
Colombia,Boyacá,Caldas
Colombia,Cauca,Caldono
Colombia,Valle del Cauca,Cali
Colombia,Santander,California
Colombia,Valle del Cauca,Calima
Colombia,Cauca,Caloto
Colombia,Antioquia,Campamento
Colombia,Atlántico,Campo de la Cruz
Colombia,Huila,Campoalegre
Colombia,Boyacá,Campohermoso
Colombia,Córdoba,Canalete
Colombia,Antioquia,Cañasgordas
Colombia,Atlántico,Candelaria
Colombia,Valle del Cauca,Candelaria
Colombia,Bolívar,Cantagallo
Colombia,Cundinamarca,Caparrapí
Colombia,Santander,Capitanejo
Colombia,Cundinamarca,Cáqueza
Colombia,Antioquia,Caracolí
Colombia,Antioquia,Caramanta
Colombia,Santander,Carcasí
Colombia,Antioquia,Carepa
Colombia,Tolima,Carmen de Apicalá
Colombia,Cundinamarca,Carmen de Carupa
Colombia,Chocó,Carmen del Darién
Colombia,Antioquia,Carolina
Colombia,Bolívar,Cartagena de Indias
Colombia,Caquetá,Cartagena del Chairá
Colombia,Valle del Cauca,Cartago
Colombia,Vaupés,Carurú
Colombia,Tolima,Casabianca
Colombia,Meta,Castilla la Nueva
Colombia,Antioquia,Caucasia
Colombia,Santander,Cepitá
Colombia,Córdoba,Cereté
Colombia,Boyacá,Cerinza
Colombia,Santander,Cerrito
Colombia,Magdalena,Cerro de San Antonio
Colombia,Chocó,Cértegui
Colombia,Nariño,Chachagüí
Colombia,Cundinamarca,Chaguaní
Colombia,Sucre,Chalán
Colombia,Casanare,Chámeza
Colombia,Tolima,Chaparral
Colombia,Santander,Charalá
Colombia,Santander,Charta
Colombia,Cundinamarca,Chía
Colombia,Antioquia,Chigorodó
Colombia,Santander,Chima
Colombia,Córdoba,Chimá
Colombia,Cesar,Chimichagua
Colombia,Norte de Santander,Chinácota
Colombia,Boyacá,Chinavita
Colombia,Caldas,Chinchiná
Colombia,Córdoba,Chinú
Colombia,Cundinamarca,Chipaque
Colombia,Santander,Chipatá
Colombia,Boyacá,Chiquinquirá
Colombia,Boyacá,Chíquiza
Colombia,Cesar,Chiriguaná
Colombia,Boyacá,Chiscas
Colombia,Boyacá,Chita
Colombia,Norte de Santander,Chitagá
Colombia,Boyacá,Chitaraque
Colombia,Boyacá,Chivatá
Colombia,Magdalena,Chivolo
Colombia,Boyacá,Chivor
Colombia,Cundinamarca,Choachí
Colombia,Cundinamarca,Chocontá
Colombia,Bolívar,Cicuco
Colombia,Magdalena,Ciénaga
Colombia,Córdoba,Ciénaga de Oro
Colombia,Boyacá,Ciénega
Colombia,Santander,Cimitarra
Colombia,Quindio,Circasia
Colombia,Antioquia,Cisneros
Colombia,Antioquia,Ciudad Bolívar
Colombia,Bolívar,Clemencia
Colombia,Antioquia,Cocorná
Colombia,Tolima,Coello
Colombia,Cundinamarca,Cogua
Colombia,Huila,Colombia
Colombia,Nariño,Colón
Colombia,Putumayo,Colón
Colombia,Sucre,Colosó
Colombia,Boyacá,Cómbita
Colombia,Antioquia,Concepción
Colombia,Santander,Concepción
Colombia,Antioquia,Concordia
Colombia,Magdalena,Concordia
Colombia,Chocó,Condoto
Colombia,Santander,Confines
Colombia,Nariño,Consacá
Colombia,Nariño,Contadero
Colombia,Santander,Contratación
Colombia,Norte de Santander,Convención
Colombia,Antioquia,Copacabana
Colombia,Boyacá,Coper
Colombia,Bolívar,Córdoba
Colombia,Nariño,Córdoba
Colombia,Quindio,Córdoba
Colombia,Cauca,Corinto
Colombia,Santander,Coromoro
Colombia,Sucre,Corozal
Colombia,Boyacá,Corrales
Colombia,Cundinamarca,Cota
Colombia,Córdoba,Cotorra
Colombia,Boyacá,Covarachía
Colombia,Sucre,Coveñas
Colombia,Tolima,Coyaima
Colombia,Arauca,Cravo Norte
Colombia,Nariño,Cuaspud Carlosama
Colombia,Boyacá,Cubará
Colombia,Meta,Cubarral
Colombia,Boyacá,Cucaita
Colombia,Cundinamarca,Cucunubá
Colombia,Norte de Santander,Cucutilla
Colombia,Boyacá,Cuítiva
Colombia,Meta,Cumaral
Colombia,Vichada,Cumaribo
Colombia,Nariño,Cumbal
Colombia,Nariño,Cumbitara
Colombia,Tolima,Cunday
Colombia,Caquetá,Curillo
Colombia,Santander,Curití
Colombia,Cesar,Curumaní
Colombia,Antioquia,Dabeiba
Colombia,Valle del Cauca,Dagua
Colombia,La Guajira,Dibulla
Colombia,La Guajira,Distracción
Colombia,Tolima,Dolores
Colombia,Antioquia,Donmatías
Colombia,Risaralda,Dosquebradas
Colombia,Boyacá,Duitama
Colombia,Norte de Santander,Durania
Colombia,Antioquia,Ebéjico
Colombia,Valle del Cauca,El Águila
Colombia,Antioquia,El Bagre
Colombia,Magdalena,El Banco
Colombia,Valle del Cauca,El Cairo
Colombia,Meta,El Calvario
Colombia,Chocó,El Cantón del San Pablo
Colombia,Norte de Santander,El Carmen
Colombia,Chocó,El Carmen de Atrato
Colombia,Bolívar,El Carmen de Bolívar
Colombia,Santander,El Carmen de Chucuri
Colombia,Antioquia,El Carmen de Viboral
Colombia,Meta,El Castillo
Colombia,Valle del Cauca,El Cerrito
Colombia,Nariño,El Charco
Colombia,Boyacá,El Cocuy
Colombia,Cundinamarca,El Colegio
Colombia,Cesar,El Copey
Colombia,Caquetá,El Doncello
Colombia,Meta,El Dorado
Colombia,Valle del Cauca,El Dovio
Colombia,Amazonas,El Encanto
Colombia,Boyacá,El Espino
Colombia,Santander,El Guacamayo
Colombia,Bolívar,El Guamo
Colombia,Chocó,El Litoral del San Juan
Colombia,La Guajira,El Molino
Colombia,Cesar,El Paso
Colombia,Caquetá,El Paujíl
Colombia,Nariño,El Peñol
Colombia,Bolívar,El Peñón
Colombia,Cundinamarca,El Peñón
Colombia,Santander,El Peñón
Colombia,Magdalena,El Piñón
Colombia,Santander,El Playón
Colombia,Magdalena,El Retén
Colombia,Guaviare,El Retorno
Colombia,Sucre,El Roble
Colombia,Cundinamarca,El Rosal
Colombia,Nariño,El Rosario
Colombia,Antioquia,El Santuario
Colombia,Nariño,El Tablón de Gómez
Colombia,Cauca,El Tambo
Colombia,Nariño,El Tambo
Colombia,Norte de Santander,El Tarra
Colombia,Norte de Santander,El Zulia
Colombia,Huila,Elías
Colombia,Santander,Encino
Colombia,Santander,Enciso
Colombia,Antioquia,Entrerríos
Colombia,Antioquia,Envigado
Colombia,Tolima,Espinal
Colombia,Cundinamarca,Facatativá
Colombia,Tolima,Falan
Colombia,Caldas,Filadelfia
Colombia,Quindio,Filandia
Colombia,Boyacá,Firavitoba
Colombia,Tolima,Flandes
Colombia,Caquetá,Florencia
Colombia,Cauca,Florencia
Colombia,Boyacá,Floresta
Colombia,Santander,Florián
Colombia,Valle del Cauca,Florida
Colombia,Santander,Floridablanca
Colombia,Cundinamarca,Fómeque
Colombia,La Guajira,Fonseca
Colombia,Arauca,Fortul
Colombia,Cundinamarca,Fosca
Colombia,Nariño,Francisco Pizarro
Colombia,Antioquia,Fredonia
Colombia,Tolima,Fresno
Colombia,Antioquia,Frontino
Colombia,Meta,Fuente de Oro
Colombia,Magdalena,Fundación
Colombia,Nariño,Funes
Colombia,Cundinamarca,Funza
Colombia,Cundinamarca,Fúquene
Colombia,Cundinamarca,Fusagasugá
Colombia,Cundinamarca,Gachalá
Colombia,Cundinamarca,Gachancipá
Colombia,Boyacá,Gachantivá
Colombia,Cundinamarca,Gachetá
Colombia,Santander,Galán
Colombia,Atlántico,Galapa
Colombia,Sucre,Galeras
Colombia,Cundinamarca,Gama
Colombia,Cesar,Gamarra
Colombia,Santander,Gámbita
Colombia,Boyacá,Gámeza
Colombia,Boyacá,Garagoa
Colombia,Huila,Garzón
Colombia,Quindio,Génova
Colombia,Huila,Gigante
Colombia,Valle del Cauca,Ginebra
Colombia,Antioquia,Giraldo
Colombia,Cundinamarca,Girardot
Colombia,Antioquia,Girardota
Colombia,Santander,Girón
